area,price
1740,238000
4200,625000
5860,1110000
5020,820000
3130,355000
3020,495000
8340,1300000
4460,398750
7300,835000
4260,705000
4240,625000
4180,550000
4000,540000
1660,519000
3950,311000
3320,305000
5280,395000
2620,275000
3200,450000
2140,324000
8180,2800000
3080,565000
3180,373000
2340,613000
4800,614000
4190,595000
2130,440000
3140,425000
1480,407000
3480,472000
2360,472000
5120,1250000
2820,412000
2300,717000
2640,425000
2460,299999
2940,254000
1800,178500
2740,800000
2160,420000
2760,319900
2300,350000
5680,968000
2500,491000
7020,948000
3960,900000
4260,270000
2250,198000
2840,250000
4240,615000
4160,550000
2740,190000
3180,629000
3320,434000
2620,415885
2760,550000
1620,272000
5220,665000
3980,510000
4820,530000
2400,355000
2500,255000
5280,790000
3580,695000
2280,255000
3170,410000
3330,650000
3060,675000
2000,332888
2860,300000
2200,320000
3150,342500
5600,752875
8410,1730000
1380,255000
2940,244000
7380,1420000
1960,218000
4360,359000
6080,840000
7300,900000
3700,205000
3200,205000
3440,500000
6360,510000
11720,1140000
4720,1550000
3840,210000
3630,597500
2280,400000
2920,412000
2780,299950
4180,1080000
5100,422500
2540,410000
5120,1400000
2940,245000
5730,720000
1560,315000
2780,191950
4880,455000
2520,523000
3280,250000
2810,294000
4420,490000
2060,310000
3120,265000
2650,402000
4400,705000
6380,589450
2400,219950
3760,750000
2940,478000
2500,170000
5280,489950
4390,1370000
3400,319950
1680,208417
2850,410000
3240,590000
3220,648000
3440,255000
4380,465000
4530,622000
3960,306000
3760,617000
3220,438750
5560,1280000
6940,995000
9140,1580000
4330,635000
2360,215000
2680,530000
1440,295000
2280,245000
4590,400000
3700,303000
2640,330000
3980,700000
1220,126000
5000,850000
2880,405000
4520,869900
3580,485000
1770,400000
3560,299950
4400,585000
3190,495000
10410,2200000
3040,447000
2640,206000
2020,500000
3980,302500
8060,1250000
1780,391000
2880,250000
4880,435000
3240,160000
3590,451000
1620,206000
3780,590000
8360,695000
3100,350000
5600,1240000
4650,395000
4380,419000
3140,592350
6040,855000
4840,771000
3140,325000
6310,1850000
3120,545000
2770,615000
3460,625500
2920,232000
2740,168000
2740,238000
3000,260000
2420,460000
4530,900000
2180,289950
2900,265000
3160,465000
2640,370000
3340,240000
2880,232000
1960,237502
7190,1280000
4290,957000
2280,218000
2240,205000
2590,350000
4100,256000
2250,275000
5040,372000
4340,688888
2400,170000
3210,530000
6880,905000
2880,365000
3080,312000
2500,400000
1600,278750
2820,510000
2660,527700
5080,740000
5100,512000
5760,362000
1320,225000
2940,491500
3020,429950
2080,375000
1760,199400
4980,364900
2420,324950
3120,467000
2760,380000
3240,250000
3360,700000
2660,206990
2700,670000
1580,315000
4480,319950
3000,419000
3600,205000
3960,335000
2680,397000
1500,370000
2960,330000
8400,1790000
3080,399000
5340,400000
2440,249900
2400,717000
3860,319000
4200,635000
2360,355000
8640,1600000
5460,585000
3480,320000
4220,305495
3460,240000
3480,199950
7640,1620000
3800,770000
3360,255000
3860,289000
6230,494500
4020,746000
4240,385000
4740,688100
4040,870300
2360,310000
4540,500000
3230,255000
5880,1480000
1780,154500
3080,425000
4880,700000
1850,410500
3080,432000
2480,530000
3120,465000
3820,498688
3800,573500
5060,349900
2260,220000
1640,260000
1920,290000
3760,615000
5620,730000
14840,1950000
3600,332500
6810,650000
7460,1400000
3120,465000
6190,690000
2440,289900
6060,1620000
3460,339950
6860,367999
4640,380000
4060,440000
9700,975000
2680,309500
2260,350000
2360,215000
1820,254000
3260,567000
1420,402000
3040,365000
5640,625000
3940,432000
3940,335500
2880,672500
3560,336000
3576,294400
3760,541900
3820,505000
3220,255000
3740,435000
2460,636000
6840,655000
3040,280500
2020,520000
5160,354000
6146,810000
5930,400000
5420,879900
6830,1290000
5370,902500
3080,900000
5100,419500
3610,685000
4640,429950
3280,464950
1820,239900
5100,406250
5320,447000
2960,466800
4550,674000
1660,525000
7020,674950
4960,374900
6440,1440000
4300,559500
4740,522500
8620,1130000
5980,498500
2700,571000
3970,543000
2820,271920
2340,104950
3600,485500
6180,1210000
2980,260250
7220,875909
3300,455000
2184,309000
3180,229000
3360,250000
5020,600000
4560,535000
5020,571000
4880,1030000
8370,600000
3150,469500
7200,1150000
4190,785000
5740,872750
6000,900000
3480,350000
8440,2580000
6320,940000
3980,185000
7840,850000
1920,201000
3080,499000
3940,315000
3760,509950
3260,286300
3300,590000
2800,325000
6380,625000
2000,378000
2840,239950
3160,550000
2020,325000
3660,831000
2180,249000
3830,484000
5000,395000
6840,839900
5700,760000
3560,750000
8040,3000000
4460,440000
2980,501000
8000,739000
2980,685650
8450,1010000
4040,980000
2060,275000
3960,319950
3660,448500
4240,437000
3750,330000
4940,365000
1880,329000
4890,681500
3030,566000
8740,897500
5240,738000
3000,185000
1740,445000
2860,175000
1660,315000
2500,445000
6140,1400000
6900,832500
7900,771150
3900,225000
3400,389950
4740,435000
3200,845000
6720,1300000
2409,350000
2280,250000
2360,370000
6160,750000
2120,439950
3900,395000
2900,375000
3180,263000
2480,185000
2230,500000
6940,920000
8740,936000
3770,1500000
3840,1100000
2660,247000
2400,289500
4480,432500
2840,680000
2220,589000
5250,756450
3320,536650
2640,540000
2680,385000
2040,485000
2440,240000
2440,415500
2780,550000
5940,1260000
2880,430000
2380,415000
3808,365000
2800,257000
4280,420000
2640,338995
3950,615000
4600,312500
4000,513000
5170,857500
5400,1060000
2890,585000
3540,350500
2580,215000
2900,440000
2550,270000
2660,385000
3520,688500
3240,700000
3840,585000
2520,401000
4310,655000
2020,317000
3540,500000
1780,314963
3340,715000
2720,280000
4240,531000
3820,617000
2960,440000
2180,140000
3340,661000
3340,697000
6400,1200000
3000,535000
2640,404500
2810,396500
2920,450000
3940,605000
4020,699000
7820,805000
940,156000
4110,595000
3860,285000
6540,725000
3300,216300
3480,410000
3610,597000
2600,325000
4060,355000
3600,338000
3000,210000
3400,423000
3290,249500
4480,325000
2610,257000
3780,550000
2520,490000
2320,299000
2600,295000
6440,630000
3030,320000
5090,1110000
2840,398000
2040,218000
4800,590000
6180,1600000
3100,348500
3740,592500
4680,505000
5610,1430000
2850,502000
2360,257500
3200,405000
2600,427000
2080,290000
2440,222000
4480,315000
2840,371000
3160,279900
4280,250000
3660,599000
3780,267300
2900,585000
2000,350000
3660,506000
4640,400000
1680,151100
1680,251000
3780,555000
4080,467500
4740,479000
2650,247000
2760,299500
3210,306888
6640,675000
2180,577000
2740,219950
2220,375000
3640,650000
3700,975000
1200,229000
4490,575000
4530,815000
3650,525000
3750,471000
3420,450000
3300,590000
5340,744000
5380,460000
3230,299000
2440,231000
2600,195000
2790,305000
5920,895000
4200,1110000
1900,339000
3770,885000
2830,375000
2560,367400
3360,700000
4430,667000
1840,200000
3800,552775
3540,452000
3440,418000
2920,601500
3340,600000
5620,340000
4740,310000
3400,290000
3260,438000
4590,718000
1720,200000
3960,479900
4160,400000
2120,219950
3180,300000
3270,437000
2580,350000
2700,626000
4160,490000
4180,289000
4060,595000
5360,676000
3040,389000
2600,240000
4420,382500
2800,511555
3580,710500
4280,429000
3840,170000
6490,2140000
4190,480000
6090,1670000
2080,225000
4260,615000
4940,438950
2600,242000
3420,560000
4080,857500
6060,685000
4520,486000
5340,749000
3040,260000
6220,1020000
2060,565000
2960,355000
7080,775000
3150,335000
6332,1300000
3620,545000
3360,540000
3990,687500
2300,115000
2300,227000
6480,870000
6960,1190000
5600,375000
4860,902000
2420,269500
2900,570000
2280,359950
6600,1450000
3820,615000
4240,250000
6040,530000
4500,474950
3300,490000
1760,210000
3720,265500
6590,1460000
4384,310000
3180,324500
5540,599000
7340,525000
3260,400000
8010,887500
1830,344000
5400,525000
4220,385000
7440,820000
6000,1310000
3770,549000
2180,180000
5820,589000
2100,350000
2720,197400
3520,267000
3080,480000
4240,650000
2740,600000
2880,490000
2390,225000
3960,640000
4430,710000
2700,325000
5340,595000
1760,128750
3160,465000
4150,710000
2510,605000
6940,994000
3640,489950
2620,365000
3580,359950
4920,495000
2120,255000
2680,330000
2960,450000
7000,655000
5030,485000
2910,375000
4560,570000
2380,350000
2520,550000
3420,513000
3020,450000
2250,432500
4120,432000
3900,480000
3120,402200
3040,650000
6480,1200000
3880,312000
3600,610000
4290,823000
2400,471000
3100,481015
11250,1960000
4490,624000
3280,480000
2740,815000
5840,1650000
2000,180000
2420,156601
5580,374950
2490,368000
3300,550000
2600,198000
2180,345000
4620,1710000
1880,185900
4560,950000
6850,995000
1720,345000
3460,741000
4580,737000
3930,668750
4270,575000
2740,280000
3600,583000
2600,196000
3400,349950
2700,429000
3470,270000
4050,385000
1840,535000
2530,352500
2370,624000
3960,215000
7540,870000
5830,440000
2080,518000
2980,259500
7720,795127
1920,290000
4506,385000
1540,259950
2620,330000
1810,280000
3640,595000
7960,925900
5420,499000
3660,325000
4160,895000
1600,162248
4680,1070000
2840,430000
2840,615500
1880,260000
3620,295000
4200,1190000
4450,749950
2490,175000
2490,415000
2400,190000
3450,625000
4040,420000
2970,339900
2280,160000
3660,353000
2020,390000
3540,675000
4240,400000
5350,1340000
4510,1650000
5530,1000000
5800,850000
2120,275000
3340,450000
3641,305000
3040,643002
3020,468000
3540,324950
2520,290000
2740,488500
3540,367950
1580,285000
3640,417000
5570,1120000
8500,1550000
6480,604000
4780,380000
5000,336500
4580,685000
12990,4210000
2590,670000
2240,524000
2680,172000
2570,680000
5660,549900
5400,357000
1820,107000
1820,232900
3980,800000
1760,248500
3780,670000
2360,207000
2140,164000
2460,570500
4250,599990
3160,395000
8266,979500
1840,207000
1840,237000
2930,650100
3100,385000
3320,335000
5340,347000
1960,204000
3560,615000
4740,943500
2660,560000
4220,547500
3480,359500
5180,660000
2930,258000
4080,355000
1620,253500
2540,422500
2940,239000
2860,628000
1980,352000
2716,311600
3130,235000
5820,870000
2270,190848
3510,570000
3980,661254
3300,575000
1300,230000
4600,680000
1240,148000
1240,244900
2680,214950
3220,580000
2600,263000
3540,317000
5070,302000
2960,899000
3740,1290000
6840,710000
2380,230000
2420,430000
9220,1170000
1720,397000
4500,595000
3360,485000
5570,755000
2760,185000
2760,340000
4000,236000
5620,550000
2760,680000
5080,630000
3510,560000
2220,385000
2716,280000
2930,225000
3060,610000
1970,592500
6340,750000
3060,164000
2200,320000
4060,544000
3190,344950
6160,539500
4080,420000
1820,305000
1620,229000
7980,1070000
2860,397500
4380,540000
4580,650000
5860,1900000
4150,649000
3640,287500
3930,815000
5660,795000
2900,502775
2220,222900
3600,399950
5300,728000
7740,850000
5060,525000
2900,257000
4400,433500
3180,314950
2630,500000
3180,300000
5380,645000
1980,222500
2380,275000
3440,498000
4160,800000
3680,297000
6570,625000
7120,770000
3180,517000
1060,238000
3130,234550
2850,230500
4290,585000
3380,733000
1620,357950
2600,530000
5280,377500
4640,475000
4340,399000
3120,660000
3150,400000
1600,440000
3310,366400
5660,627250
2580,375950
3090,162000
3940,780000
4170,705000
4640,450000
2400,311000
3160,485000
3600,485000
6000,725000
3020,185000
8570,1890000
3220,260000
4940,356000
2400,225205
2520,445000
1840,356000
3980,760250
3740,572000
4870,970000
3900,348450
3460,535500
4190,710000
2630,745000
4080,355000
5380,333000
3220,282000
3930,840500
3100,432000
2700,625000
2340,209977
1800,174000
4530,740000
3660,518000
2320,539000
3520,575000
1950,530000
2800,242025
4390,1030000
1760,230000
3720,350000
2600,595000
2900,440000
2220,550000
3360,940000
2040,375000
2420,567500
4530,735000
1460,114000
2400,608000
4880,442500
2640,381800
3510,330000
1580,90000
2320,312000
2160,339000
4380,313000
4060,618080
4960,325000
3360,242000
2510,364000
3150,545000
5580,445000
6020,1090000
3840,660000
5760,845000
3150,417000
1480,213800
1920,400000
4200,759950
5080,990000
3300,710000
1540,315000
3780,515000
2630,638000
3180,370000
1940,184000
4960,583800
2500,309500
8860,1960000
1480,299000
1420,215000
3790,410000
1640,478000
2000,431000
6160,635000
4820,648000
4740,640000
8140,932808
4560,835000
2560,469775
7220,587000
2730,677915
5700,1080000
4880,671000
7880,695000
3300,205000
3020,350000
3120,360000
3740,313999
3760,300000
2490,452000
4020,495500
2820,288000
3640,227490
5120,470950
4900,735000
5120,730000
4420,412000
5260,589500
3900,291000
7910,1300000
2400,190000
2420,456200
2260,225000
5780,2000000
6720,740000
3990,467000
1540,385000
3040,670000
4560,500000
2860,352450
5100,669888
2620,405000
2860,518000
3000,280000
3200,435000
3520,314950
2360,209900
4660,630000
3920,442000
2280,340000
2800,230000
4120,495200
7020,900000
1820,265000
3420,489500
2820,335000
5290,585000
3020,800000
4240,379500
2540,475000
2820,520000
3600,515000
2580,577500
2850,269900
2750,329000
2560,458500
2960,890000
3960,361500
7460,2540000
1800,325000
6960,1850000
4260,945000
4980,370000
2980,320000
3020,450000
5800,800000
4480,676000
4080,1270000
2920,290000
1980,158000
3110,379950
5320,583000
1740,150000
3480,261500
4580,278000
3460,555000
3510,355000
3540,375000
3760,227000
4060,335000
4090,680000
2780,686500
2710,410000
2660,425000
4060,562500
4780,345000
4180,627500
3780,355000
3740,335000
3560,350000
3220,590000
2840,252000
6660,1300000
3640,705000
2800,498000
1740,312500
2890,260000
4580,209950
2220,610000
2880,500000
4640,850000
3920,689000
4820,470000
4400,640000
3930,290000
3600,258500
3760,1100000
3070,420000
2380,230000
2800,252000
5200,515000
1820,425000
3520,575000
1720,390000
4090,561500
3820,1350000
3950,835000
2040,245000
3340,475200
1580,425000
4020,218000
5200,600000
3780,545000
8200,2410000
3224,460000
1760,425000
2550,455000
3460,313100
6400,780000
4320,345500
2400,243000
6520,670000
2160,325000
2340,281000
2200,130000
4340,340000
5440,485000
5040,642860
3840,747000
4900,559950
5740,577288
2110,575000
2900,287000
5680,1150000
2700,335000
4040,375000
1240,325000
3520,530000
3450,287000
4780,320000
4540,425000
3260,550000
2640,135000
4160,695000
5000,975000
3360,210000
2830,518000
2740,335500
5100,750000
2980,515000
2850,344500
2920,470000
3140,606150
4510,292000
5760,450000
3780,429000
6380,765000
1080,425000
6340,505000
3660,544950
2720,382000
3740,475000
2740,355000
3400,410000
2940,450000
6210,565000
2580,529100
4920,452500
2620,245000
1400,415000
4820,610000
3270,363500
3180,510000
5260,650000
4100,290000
1580,170000
2140,510000
22950,2280000
4640,316000
5340,690000
1400,199950
1720,207000
6980,449950
2320,361550
7300,824000
3100,537000
5240,838400
1440,225000
2760,329900
2340,282500
2340,229950
2900,500000
3780,495000
2020,149500
3460,726000
8160,899000
2540,317000
1580,395000
5160,360000
4580,570000
6980,320000
3020,320000
4800,268000
1800,191000
2180,400000
2100,515000
5900,610000
2910,538000
3940,432000
4800,335000
4420,302000
2660,787500
3310,420000
5680,560000
3940,535000
3010,310000
6480,760000
3100,242500
5960,1310000
2540,235000
4560,598780
4150,433200
1810,343000
1600,145000
1360,291970
3360,599950
7820,1750000
4340,870000
4000,323000
6300,727000
2240,166000
3010,450000
4480,400000
4480,599000
2300,165000
2020,229000
1800,305000
5400,930000
3530,542000
2040,214000
4140,718000
2860,349000
4060,305000
3240,498000
8440,799950
4600,737000
7660,860000
4230,339950
2380,249000
1820,370000
3100,725000
3960,529000
3370,310000
3760,315000
5950,1300000
4720,435000
3270,350000
2080,240000
2840,410000
4580,430000
2550,446000
2720,240000
6000,595000
1840,215150
2140,319950
3180,385000
3200,280000
2550,399950
2160,132500
2260,399950
1700,290000
3250,860000
12310,3100000
2930,245000
2640,255000
4640,310000
1920,299000
4080,575000
2160,284000
3110,840000
3070,442573
2280,560000
2620,485000
2880,472500
8540,1610000
6320,808000
3780,398000
4480,340000
1520,380000
1800,235000
2660,400000
4370,582000
2140,209000
4330,335000
1420,285950
6680,645000
2320,312000
4420,663000
4000,443950
2120,315000
3460,302200
4380,770000
3320,374950
4420,330000
1440,230000
6200,967000
3190,536500
5210,315000
1900,626000
3300,334009
2020,429000
8040,818000
4332,326000
2980,310000
3390,525000
4020,350000
6660,936000
2550,226000
6210,1250000
3160,428000
2560,329932
2560,539000
3300,275000
5320,590000
7020,782000
4240,575000
3560,509000
3200,290000
2600,305240
3860,555000
3180,317000
3820,430000
2700,850000
4280,469000
2880,327200
4390,835000
4680,360000
4140,372000
4320,453000
3180,275000
4080,475000
3350,310000
2400,173000
4480,313500
2720,345000
2800,436000
1950,244500
2280,206000
5860,890000
4280,329950
3256,250000
3980,246000
3100,440000
3370,395000
1640,305000
2630,160000
2630,269000
2120,169500
6260,690500
2520,245560
4400,345000
3870,383000
2400,388500
2700,250000
3940,455500
2440,672000
4250,550000
2860,487000
4440,291375
2980,225000
4880,519950
4140,250000
3000,614950
4040,599500
4380,625000
1560,248500
2310,469950
3680,525000
4200,787500
5840,485000
1500,310000
3220,280000
2040,200000
6160,490000
1800,146000
5810,500000
1880,242500
2080,324950
2000,231500
4160,300000
5000,545000
2100,350000
2810,467100
3220,180000
4260,749000
2920,245000
3200,260000
3460,490000
4560,565000
4860,330000
2760,295000
3580,725000
6740,1140000
4630,680000
3270,490000
2680,635000
4700,750000
4880,330000
2430,270000
3940,340000
2220,413252
5900,600000
5940,726888
1440,285000
1540,365000
3300,295000
2790,460000
3020,230000
2140,337000
2020,300000
5610,2300000
4000,360000
4120,585000
2980,182700
2980,305000
3760,309950
1920,550000
5950,825000
3140,998500
5980,644500
2500,320000
3840,266950
4940,633100
1920,395000
1880,259250
2520,300000
4560,413000
2980,435000
4320,500000
3860,402000
4520,777700
2440,580000
3970,570000
1460,174950
1520,300000
3340,435000
6840,840000
3380,469000
3840,870000
3450,532000
3160,455000
2020,201000
6390,649000
2110,445500
2460,475000
5880,590000
4380,565000
1280,110000
2800,375000
2480,255000
3610,315000
3370,496600
2040,380000
3220,338950
4260,542500
4460,739000
2580,549000
2860,252000
6800,1700000
3910,735000
3320,270000
6310,2250000
2020,155000
3760,469000
4680,305000
2880,675000
4020,931000
2940,385000
6800,815000
3820,531000
2100,386500
3040,475580
1860,358000
4150,677500
5840,868500
2540,599380
4900,712000
2560,350000
3920,875000
4580,365000
2510,452000
4200,915000
3380,482500
2360,425000
2180,460000
3940,666570
4010,390000
4140,650000
3360,305000
1980,250000
5540,438800
1900,290000
3450,324950
2920,453000
2960,556000
3320,315000
3740,445830
5980,1260000
2940,287200
2870,525000
7750,1140000
4210,381000
2040,360000
5900,619000
3560,535000
1420,402000
7010,600000
3510,549950
3540,300000
4420,360000
6890,419000
2640,510000
3960,319950
7920,1180000
4260,381000
3440,256900
3140,346000
2730,465000
3400,545000
2550,516000
4140,550000
4400,339950
2620,417000
3960,906000
6020,980000
4900,555000
2500,468000
4000,378000
4020,430000
6240,730100
2740,219000
4840,570000
2560,262500
5260,525000
1900,520000
5360,417400
6520,788000
2540,320000
4660,950000
1920,255000
3980,260000
2600,394000
4560,575000
3580,1250000
2910,385000
4420,456000
2820,637000
2470,485000
2400,315275
2560,252500
2640,240000
4320,790000
2960,310000
5920,1250000
1900,425000
4220,548000
2780,379880
3900,530000
4720,695000
2540,435000
2600,540000
3080,425000
3860,490000
2400,220000
4100,540000
3120,670000
4260,667500
2960,585000
2780,225000
2460,375000
2980,335000
4430,680000
1940,600000
2550,161000
2550,220000
3440,420000
2800,710000
4140,626000
2400,279500
7450,1610000
2160,325000
3720,380000
3370,470000
4500,363000
4100,245000
2020,525000
10520,1700000
3300,658500
1940,680000
6780,835000
3670,595000
6380,419000
2420,198900
5740,1090000
3760,500000
4060,575000
2460,324950
5480,259000
4520,551000
2000,488000
4700,635000
4600,395000
2880,370000
4490,675000
2400,402000
6080,825000
3990,579000
3020,455000
3560,265000
4440,713500
3100,240000
5420,570000
2280,243800
1880,543000
4320,1010000
4940,625000
5600,459950
4840,370000
2920,150000
3460,683500
2560,499950
2260,255000
3840,279000
5280,910000
5300,699000
6210,1650000
2510,248000
2630,429000
2920,685000
1460,316000
3030,410000
2400,299000
2300,559000
4260,575000
3280,602000
3280,492000
3220,293500
3690,481000
3510,311100
3760,375000
8040,1080000
3360,500000
2760,553000
3180,760000
2400,589500
4470,840000
7680,2550000
7740,1280000
3100,260000
3100,430000
3840,781000
1580,280000
5980,392000
2680,466200
2560,641000
2520,350000
3220,450000
7010,1800000
2400,185000
2500,290000
7260,964000
8520,2000000
4030,545000
3090,609950
2810,605000
3570,550000
5460,905000
4860,384200
2340,370000
3980,717500
6460,2000000
2280,365500
2920,580000
5400,415000
1340,272000
2920,600000
3960,744000
4160,830000
2760,322000
3616,270000
2700,272450
3160,605000
3900,510000
5510,1130000
6000,1690000
2920,162000
2400,337500
2650,312000
6700,740000
6700,700000
2720,328000
2040,241000
3110,265000
4060,246000
2460,271000
3320,270000
4480,395000
2920,340000
3380,340000
2840,335000
2120,435000
2640,527950
4640,600000
3070,667000
7090,1150000
4080,417000
2520,451000
2600,580000
4760,570000
4900,750000
5620,685000
2680,275000
4110,739888
4320,715000
3900,800000
2990,350000
2000,220000
4480,452500
4400,280000
1580,248000
1630,305000
2390,435010
3060,678100
2704,325000
2720,529950
3280,440000
2700,585000
3400,462608
3120,350500
2080,210000
3780,510000
3620,280000
3060,385000
2020,349000
2650,252000
4850,1100000
2660,375000
4420,336000
4690,732000
2000,200000
6300,681716
3040,235000
2900,257500
2140,315000
1650,299950
3560,530000
3760,766500
5850,860000
5180,690000
3060,551000
4200,530000
2680,568000
5540,749950
4800,535000
2280,234300
1860,190000
3640,525000
2780,610000
2960,520000
1520,375000
2730,600000
3120,664000
2520,698000
2500,418000
3600,271675
3080,450000
5900,759000
3250,599950
4990,810000
3320,331292
2760,348000
1440,435000
4320,530000
3020,227000
3740,285000
4500,740000
1980,246000
2990,260000
2700,366000
5114,594950
4320,608000
3440,313100
2340,185000
2280,455000
3920,235000
2040,230000
4190,770000
3660,240000
3380,461000
4350,1580000
12760,1820000
3380,452000
5320,765000
6850,1050000
2680,546000
3850,781000
3760,538000
3710,790000
4170,696500
2740,276000
1540,269000
15760,2420000
4580,829000
1480,122000
2720,352500
2560,249000
3000,360000
4040,629500
6620,1140000
4510,1550000
2640,275000
6320,697000
2480,379500
4080,720000
6000,675000
5620,1170000
4780,1100000
3340,520000
4240,415000
2120,415000
3160,450000
2160,485000
3400,294000
8880,1040000
3160,690000
7260,716500
2580,481000
2960,575000
4180,785000
3920,480000
4240,720000
4580,536000
3760,324900
1540,265000
2540,545000
2900,465000
3380,292500
3760,860000
8320,1050000
4280,495000
2640,342000
4000,320000
2920,444000
6140,804100
3320,432000
2860,230000
7020,935000
3590,634950
5260,780000
4920,611000
2970,475999
3960,565000
4580,630000
6980,840000
5280,790000
4780,450000
4940,1270000
2440,520000
3670,446800
2670,652000
5720,1170000
6980,745000
2330,594000
1800,257000
2860,485000
2120,330000
2620,381000
4560,849900
3940,793000
5850,920000
1660,455000
6980,975000
2010,375000
2340,400000
2440,447000
2620,470000
6260,665000
2880,295500
3440,200000
4110,620000
2660,434900
5620,1330000
7820,1650000
5840,852500
6080,790000
4060,565000
6390,1130000
3740,289950
4280,850000
2970,505000
3420,372000
3380,207000
4680,780000
3040,400000
3700,440250
2320,585000
5800,850000
4800,570000
6800,869000
4340,551000
1940,172380
3930,355000
5960,728935
4680,850000
3760,515000
2600,215000
3610,220000
5880,845000
1320,390000
2920,135000
2820,439000
5260,585000
3930,620000
1920,477000
2360,399500
3060,500000
2680,432500
4450,940000
6420,3170000
7440,1080000
2700,229999
2200,233000
6150,600000
2860,334000
2060,332500
2750,249900
4280,310000
2500,200000
2960,310000
2780,230000
3880,420000
5920,785000
6480,1780000
2260,265000
1680,295000
7120,896000
3780,415000
2400,250000
5140,1480000
3610,635000
6900,905000
4040,528000
4960,530000
2280,310000
3060,252000
2820,334500
3760,370000
2380,311000
3210,260000
2800,217500
4400,290000
1920,500000
2870,423500
5940,715000
3180,299000
5900,635000
6740,806000
3920,289950
2720,280000
5560,479950
6000,394000
7000,682000
1980,409950
4990,1000000
2400,436000
2500,279000
2160,390000
3420,635000
4280,304400
3690,780000
5468,520000
3200,580000
2430,274000
2680,315000
3820,390000
3500,340000
3200,502000
3500,260000
1880,399000
1760,312500
2710,370000
7100,1240000
3800,230000
5680,1280000
2620,294350
1920,208950
3860,515000
6840,965000
5250,925000
3560,654500
4160,364000
2300,150000
3620,349950
3340,585000
4500,801501
3300,610000
5760,382000
7240,495000
3480,447500
3570,575000
2780,565000
2440,348580
3920,459000
3580,375000
4880,310000
2800,210000
3620,384205
2300,180000
2300,310000
4020,427500
4080,780000
6120,1760000
4300,339950
5760,820000
2600,398000
4350,492000
2960,240000
6170,599950
1860,105500
1860,445000
2420,390500
2620,255000
5540,675750
5380,1640000
3540,353500
2440,765000
4380,563500
2700,439000
4760,975000
4540,469900
2600,252000
3538,495000
5140,570000
3260,327000
3950,898000
5200,300000
3020,418500
4080,450000
3610,403000
2910,440000
3220,350000
2100,240000
1650,460000
3640,825000
3720,267500
2440,201000
4600,479500
3040,210000
2400,445000
2340,265000
2340,399000
6400,785000
8940,831500
5140,360000
4740,655000
3600,449950
3590,612000
6480,575000
3240,557000
2900,375000
3640,369000
3680,330000
3520,1030000
1960,550000
2500,338000
7360,1900000
3460,235000
2460,349950
4186,300000
3320,431000
2730,280000
3354,295000
5980,445000
4300,550000
5780,515000
6100,555000
2820,265000
3800,597000
2520,661000
2920,362764
2910,427000
4040,405000
2340,157000
2340,246500
2130,386500
5360,300000
3040,240000
7900,818500
2600,249000
4310,580000
9000,2340000
4200,333000
2680,230000
1940,360500
3470,265000
1980,490000
2060,600000
1960,307500
4030,670000
3820,247200
8670,2600000
2860,440000
4980,700000
4000,756100
4220,555000
5150,830000
2020,180000
5960,775000
3060,220000
3640,650000
2680,410000
4360,339995
4310,1160000
3400,440000
1860,275000
4540,766000
2760,231500
5540,472000
8020,1330000
3110,265000
1580,325000
2780,364500
2260,322500
2220,338900
4700,910000
4700,1020000
2950,459950
6440,584950
3570,252000
2620,270000
6420,750000
5050,775000
4520,325000
6580,810000
3280,409000
2710,400000
3880,530000
3160,580000
3050,491300
3010,272000
3940,599950
3540,464000
2700,471001
2600,230000
1880,358000
3550,510000
1680,86500
1680,199950
5380,1710000
5370,850000
3500,542000
1640,102500
6870,718000
4840,625000
2020,350000
1420,216000
1960,340000
2200,505000
5680,372000
4600,263850
10740,1350000
4560,325000
1900,289000
2580,364000
3350,610000
6220,531500
4320,402500
1640,375000
6510,537500
3540,375000
2160,293550
6570,585000
2720,225000
2800,185000
2460,402000
2840,585000
2760,549000
5420,1810000
2760,345000
4890,302500
2800,218500
3300,705000
1680,191000
5100,695000
4450,350000
2840,480000
1640,220000
5240,535000
4860,1000000
3120,592000
6120,775000
3360,320000
6640,760000
4780,640000
2720,253200
3600,228000
2320,325000
6920,530000
3320,300000
2820,418000
3410,415000
3400,384000
4140,325000
4600,600000
4980,760000
2440,168000
1920,405000
2960,479000
2710,549000
2200,215000
1800,550000
3900,389000
4640,447500
4150,540000
2600,273500
5860,257000
1440,199000
4700,339100
5880,435000
3030,400000
2440,356000
1900,395000
2100,575000
2600,515000
4070,618250
2660,245000
4370,690000
4530,465000
3010,280000
3160,285000
3300,320000
4710,355000
5140,670000
4320,550000
4520,765000
2820,430000
6160,950000
3810,525000
4660,300000
4380,345000
5860,838000
4540,1800000
4320,390000
4220,1150000
3660,295000
5710,775000
3760,380000
2280,550000
3596,199900
3340,329900
5160,898000
5580,875000
5580,375000
4380,365000
3820,530000
2200,225500
3860,318000
5540,910000
3260,207000
8360,1890000
4700,624500
3380,640000
3980,500000
3750,390000
3630,284000
4920,620000
5176,306000
4480,495000
4740,499950
2140,330000
3090,665000
4480,850000
4580,599950
4100,360000
5360,699000
2280,475000
5380,575000
2170,345000
6060,367950
2800,374500
6000,607500
2400,374000
2000,390000
5480,705000
3980,467000
4220,243500
3520,593000
1880,223000
5960,574000
3390,400000
5220,772000
3020,593777
4750,539500
4160,550000
3120,265000
3400,428000
2220,505000
