price,sqft_living,sqft_lot,sqft_above,sqft_basement
496600,2020,8400,1350,670
380000,1020,4800,1020,0
338950,1610,22496,1610,0
542500,2730,42500,1530,1200
739000,2840,5000,1620,1220
549000,1290,3060,1290,0
252000,1670,7881,1190,480
1.70E+06,3860,15246,2940,920
735000,2460,5100,1450,1010
270000,1660,8063,1660,0
2.25E+06,3420,8700,2890,530
155000,1010,43056,1010,0
469000,2240,5624,1520,720
305000,2340,5250,2340,0
675000,1920,4500,960,960
931000,2460,6600,1560,900
385000,1470,11398,1470,0
815000,3400,12442,3400,0
531000,1910,8390,1910,0
386500,1400,3600,700,700
475580,1520,11085,1520,0
358000,930,5077,930,0
677500,2340,4730,1810,530
868500,2920,3942,2920,0
599380,1270,7350,1270,0
712000,2450,11960,2450,0
350000,1380,7620,1180,200
875000,2520,6000,1400,1120
365000,2290,7350,2290,0
452000,1660,6150,850,810
915000,2800,9750,1400,1400
482500,1690,3068,1690,0
425000,1180,7200,1180,0
460000,1390,4160,790,600
666570,2320,7400,1620,700
390000,2270,32112,1740,530
650000,2640,8215,1500,1140
305000,1680,8487,1680,0
250000,990,8100,990,0
438800,2770,4432,2770,0
290000,950,5650,950,0
324950,2160,4800,1290,870
453000,1650,1838,1270,380
556000,1800,4005,1160,640
315000,1660,11135,1660,0
445830,1870,5449,1870,0
1.26E+06,3220,3960,2760,460
287200,1850,19966,1090,760
525000,1580,6360,1290,290
1.14E+06,4590,17621,3160,1430
381000,2700,18246,1510,1190
360000,1020,7020,1020,0
619000,2950,2932,2950,0
535000,1780,224769,1780,0
402000,710,5100,710,0
600000,4300,70407,2710,1590
549950,2080,8690,1430,650
300000,2360,7440,1180,1180
360000,2210,9870,2210,0
419000,4340,8521,2550,1790
510000,1320,1012,1320,0
319950,1980,9907,1980,0
1.18E+06,3960,94089,3960,0
381000,2130,6003,2130,0
256900,1720,3951,1720,0
346000,1790,30456,1350,440
465000,1390,1222,1340,50
545000,1900,9975,1500,400
516000,1640,3090,910,730
550000,2700,5100,1440,1260
339950,2200,7150,2200,0
417000,1310,8514,1310,0
906000,2480,5000,1480,1000
980000,3010,9800,3010,0
555000,2450,5079,2450,0
468000,1250,7029,1250,0
378000,2610,117176,1390,1220
430000,2010,16020,2010,0
730100,3120,14300,3120,0
219000,1370,7944,1370,0
570000,2420,11953,2420,0
262500,1500,7036,1060,440
525000,2630,9216,2630,0
520000,950,3880,950,0
417400,2680,12285,2680,0
788000,3680,5759,2840,840
320000,1270,7400,1270,0
950000,2330,5000,2330,0
255000,960,8100,960,0
260000,1990,6671,1990,0
394000,1450,7930,1150,300
575000,2280,27441,2280,0
1.25E+06,1830,7200,1750,80
385000,1650,7800,1260,390
456000,2720,193406,1700,1020
637000,1710,5000,1110,600
485000,1420,9900,1050,370
315275,1440,8040,960,480
252500,1280,8710,1280,0
240000,1320,24319,1320,0
790000,2560,12760,1760,800
310000,1480,7830,1480,0
1.25E+06,2960,20240,2960,0
425000,1160,5038,740,420
548000,2110,4099,2110,0
379880,1650,14054,1130,520
530000,1950,9906,1950,0
695000,2600,220300,2120,480
435000,1270,4000,1270,0
540000,1300,62290,1300,0
425000,1790,10209,1290,500
490000,1930,7266,1930,0
220000,1200,6000,1200,0
540000,2050,3784,2050,0
670000,1710,6195,1410,300
667500,2130,20423,2130,0
585000,1700,2197,1260,440
225000,1390,12500,1390,0
375000,1230,9877,1230,0
335000,1490,8847,1490,0
680000,2440,15815,1990,450
600000,970,4800,970,0
161000,1700,8043,850,850
220000,1700,8043,850,850
420000,1720,5000,1720,0
710000,1400,2250,1400,0
626000,2570,7221,1570,1000
279500,1200,8040,1200,0
1.61E+06,4390,11600,3060,1330
325000,1080,5000,1080,0
380000,1860,7980,1860,0
470000,2150,9820,1220,930
363000,2250,12142,2250,0
245000,2050,7700,2050,0
525000,1010,3520,1010,0
1.70E+06,5850,22885,4670,1180
658500,1900,5000,1400,500
680000,1020,8442,920,100
835000,3390,16025,3390,0
595000,1990,2175,1680,310
419000,3190,4980,3190,0
198900,1210,18700,1210,0
1.09E+06,3740,12080,2000,1740
500000,2150,4368,1610,540
575000,2440,8100,1620,820
324950,1230,1516,1230,0
259000,2740,7980,2740,0
551000,2260,9604,2260,0
488000,1000,5125,1000,0
635000,2350,46173,2350,0
395000,2300,8938,2300,0
370000,1440,8287,1440,0
675000,2780,5000,1710,1070
402000,1200,6825,1200,0
825000,3040,24192,3040,0
579000,2660,223027,1330,1330
455000,1510,3000,1510,0
265000,1780,6527,1780,0
713500,2920,9163,1520,1400
240000,1550,12670,1550,0
570000,2710,217800,2710,0
243800,1140,27760,1140,0
543000,940,3864,940,0
1.01E+06,2160,7500,2160,0
625000,2470,17008,2470,0
459950,2800,6567,2800,0
370000,2420,39704,2420,0
150000,1460,7254,1460,0
683500,1820,5756,1640,180
499950,1520,2208,1040,480
255000,1320,9967,940,380
279000,1920,7779,1920,0
910000,2640,5096,2640,0
699000,2650,7945,2650,0
1.65E+06,3640,13530,2570,1070
248000,1420,8800,1090,330
429000,1540,37950,1090,450
685000,1550,15239,1370,180
316000,730,5040,730,0
410000,2020,7540,1010,1010
299000,1200,15843,1200,0
559000,1240,6400,1060,180
575000,2680,100188,1580,1100
602000,1640,3804,1640,0
492000,1640,5000,1640,0
293500,1610,5024,1610,0
481000,2290,14810,1400,890
311100,2130,8078,1380,750
375000,2140,13598,1620,520
1.08E+06,4020,435600,4020,0
500000,2030,8400,1330,700
553000,1380,6250,1380,0
760000,1780,1750,1400,380
589500,1440,3200,960,480
840000,2790,20824,1680,1110
2.55E+06,4190,8805,3490,700
1.28E+06,3870,46609,3870,0
260000,1850,7875,1250,600
430000,1550,1469,1550,0
781000,1920,1896,1920,0
280000,790,13170,790,0
392000,3740,32481,2240,1500
466200,1340,8856,1340,0
641000,1620,3975,940,680
350000,1680,8010,840,840
450000,1610,4364,1610,0
1.80E+06,4460,16953,2550,1910
185000,1200,1848,1200,0
290000,1250,12507,1250,0
964000,3630,9475,3630,0
2.00E+06,4260,18000,4260,0
545000,2180,15693,1850,330
609950,1760,10350,1330,430
605000,1820,7626,990,830
550000,2120,9163,1450,670
905000,2730,4268,2730,0
384200,2430,7613,2430,0
370000,1170,1105,1170,0
717500,2090,4000,1890,200
2.00E+06,3910,7500,2550,1360
365500,1140,15624,1140,0
580000,1460,5700,1460,0
415000,2700,14760,2700,0
272000,670,6300,670,0
600000,1880,6360,1040,840
744000,1980,5352,1980,0
830000,2080,10521,2080,0
322000,1380,1225,1380,0
270000,1808,19200,1808,0
272450,1350,7973,1350,0
605000,1760,2114,1400,360
510000,1950,8325,1950,0
1.13E+06,3170,4000,2340,830
1.69E+06,3000,7500,3000,0
162000,1460,16638,1460,0
337500,1350,5850,1050,300
312000,1470,7857,1180,290
740000,3350,199253,3350,0
700000,3350,199253,3350,0
328000,1360,8136,1360,0
241000,1020,7538,1020,0
265000,1840,6750,1270,570
246000,2030,10200,2030,0
271000,1490,9112,970,520
270000,2060,8398,1260,800
395000,2240,7085,2240,0
340000,1460,5715,1460,0
340000,2140,13260,1240,900
335000,1420,1246,1420,0
435000,1060,3036,1060,0
527950,1760,3600,880,880
600000,2320,18919,2320,0
667000,1770,3880,1300,470
1.15E+06,4590,10920,2500,2090
417000,2040,11211,2040,0
451000,1260,7250,1260,0
580000,1650,9780,950,700
570000,2380,36446,2380,0
750000,2750,7500,2150,600
685000,2810,7700,2810,0
275000,1340,9764,1340,0
739888,2420,43177,1690,730
715000,2160,5581,2160,0
800000,2450,4400,1450,1000
350000,1870,9000,1120,750
220000,1000,223462,1000,0
452500,2240,7791,2240,0
280000,2200,5893,2200,0
248000,790,12000,790,0
305000,890,7200,740,150
435010,1270,4000,1120,150
678100,1850,2860,1210,640
325000,1352,1694,1352,0
529950,1540,8400,1180,360
440000,1640,8529,1640,0
585000,1350,4800,1350,0
462608,2010,2778,1390,620
350500,2080,5200,1040,1040
210000,1040,8125,1040,0
510000,1890,5929,1890,0
280000,1810,7630,1810,0
385000,1930,14389,1130,800
349000,1010,8184,1010,0
252000,1740,10836,910,830
1.10E+06,2910,8881,1940,970
375000,1330,8004,1330,0
336000,2210,11700,2210,0
732000,2670,6517,2020,650
200000,1000,6227,1000,0
681716,3150,7277,3150,0
235000,1520,12246,1520,0
257500,1690,13825,1210,480
315000,1070,9497,1070,0
299950,910,8000,740,170
530000,2130,8640,1430,700
766500,2230,6930,1530,700
860000,3560,11119,2290,1270
690000,2590,4961,2590,0
551000,2040,6348,1020,1020
530000,2100,20150,2100,0
568000,1340,7260,1340,0
749950,2770,10773,2770,0
535000,2400,12546,2400,0
234300,1140,9779,1140,0
190000,930,11450,930,0
525000,1820,6600,1820,0
610000,1390,3708,1390,0
520000,1480,1165,1480,0
375000,760,6000,760,0
600000,1580,7416,1150,430
664000,1870,16200,1250,620
698000,1510,4080,1010,500
418000,1250,1306,1250,0
271675,2140,13068,1460,680
450000,1540,9028,1540,0
759000,2950,78843,2950,0
599950,2020,4129,1230,790
810000,2820,5000,2170,650
331292,1660,10000,1660,0
348000,1830,2417,930,900
435000,720,5600,720,0
530000,2160,9063,2160,0
227000,1510,9837,1510,0
285000,1870,42070,1870,0
740000,2860,26136,1640,1220
246000,990,9145,990,0
260000,1910,8710,1080,830
366000,1350,10200,1350,0
594950,2557,9480,2557,0
608000,2610,5000,1710,900
313100,1720,11875,1720,0
185000,1170,9085,1170,0
455000,1140,11480,1140,0
235000,2350,9051,1570,780
230000,1020,12289,1020,0
770000,2730,5000,1460,1270
240000,1830,7614,1830,0
461000,1690,3026,1690,0
1.58E+06,2900,10500,1450,1450
1.82E+06,6380,88714,6380,0
452000,1690,4000,1690,0
765000,2660,5043,2660,0
1.05E+06,4550,54013,2300,2250
546000,1530,9999,1150,380
781000,2070,4463,1780,290
538000,1880,7953,1880,0
790000,2240,8664,1470,770
696500,2540,4400,1630,910
276000,1370,8137,1370,0
269000,770,8612,770,0
2.42E+06,7880,24250,7880,0
829000,2970,59677,1610,1360
122000,740,6840,740,0
352500,1360,7680,1360,0
249000,1280,7560,1280,0
360000,1920,7803,1080,840
629500,2020,10584,2020,0
1.14E+06,3310,127631,3310,0
1.55E+06,2950,15593,1560,1390
275000,1320,7695,1320,0
697000,3160,6961,3160,0
379500,1640,17335,840,800
720000,2440,76531,1640,800
675000,3000,5548,3000,0
1.17E+06,2810,6000,2810,0
1.10E+06,2390,6888,2390,0
520000,2080,3500,1260,820
415000,2650,7500,1590,1060
415000,1060,1536,1060,0
450000,1940,8312,1220,720
485000,1080,4080,1080,0
294000,1700,9600,1700,0
1.04E+06,4440,10660,4440,0
690000,1580,4000,1580,0
716500,3630,38461,3630,0
481000,1290,1137,1290,0
575000,1960,4635,1000,960
785000,2090,5015,2090,0
480000,1960,43995,1960,0
720000,2120,9297,2120,0
536000,2290,34548,2290,0
324900,1880,7965,1880,0
265000,770,5160,770,0
545000,1530,3210,1010,520
465000,1450,27075,1450,0
292500,1690,7320,1690,0
860000,1880,3720,1880,0
1.05E+06,4160,47480,4160,0
495000,2140,7245,2140,0
342000,1320,1462,1320,0
320000,2000,10051,2000,0
444000,1460,2610,1460,0
804100,3070,8086,3070,0
432000,1660,15000,1660,0
230000,1810,4838,1050,760
935000,3510,11200,3510,0
634950,2180,2650,1410,770
780000,3300,5720,1960,1340
611000,2460,4200,2460,0
475999,1880,4175,1090,790
565000,2290,9450,1670,620
630000,2290,26720,2290,0
840000,3860,18334,3120,740
790000,2640,432036,2640,0
450000,2850,209523,1930,920
1.27E+06,3020,4000,1920,1100
520000,1510,3760,930,580
446800,2410,8712,1260,1150
652000,1470,6122,1200,270
1.17E+06,2890,12130,2830,60
745000,3490,7024,3490,0
594000,1270,1406,1060,210
257000,1000,3700,800,200
485000,1430,4096,1430,0
330000,1060,20040,1060,0
381000,1680,8946,940,740
849900,2280,641203,2280,0
793000,2450,4080,1490,960
920000,3650,5353,2200,1450
455000,830,4000,830,0
975000,3490,7494,3490,0
375000,1050,1046,960,90
400000,1170,1811,1170,0
447000,1220,7200,1220,0
470000,1310,8600,1310,0
665000,3130,7582,3130,0
295500,1590,41550,1290,300
200000,1720,8638,1720,0
620000,2520,212137,1590,930
434900,1520,11067,1140,380
1.33E+06,3260,4640,2360,900
1.65E+06,3910,7500,3910,0
852500,3480,6315,2360,1120
790000,3040,34670,3040,0
565000,2030,7350,2030,0
1.13E+06,3870,24700,2520,1350
289950,1870,1436,1870,0
850000,2640,13939,1640,1000
505000,1940,4800,1030,910
372000,1710,5633,1710,0
207000,1690,7728,1690,0
780000,2340,10495,2340,0
400000,1700,20283,1340,360
440250,1850,8124,1850,0
585000,1370,7920,950,420
850000,2900,9972,2900,0
570000,2400,3192,2400,0
869000,3740,30884,3060,680
551000,2170,5988,2170,0
172380,970,8378,970,0
355000,2620,78843,1310,1310
728935,2980,10194,2980,0
850000,2340,1919,2340,0
515000,1880,48787,1880,0
215000,1480,5325,1120,360
220000,2240,9826,1370,870
845000,2940,7675,2940,0
390000,710,4000,610,100
135000,1460,18599,1460,0
439000,1530,19007,1290,240
585000,2630,6185,2630,0
620000,2230,16800,1700,530
477000,960,3600,960,0
399500,1180,1722,1180,0
500000,1760,27332,1300,460
432500,1340,8867,1340,0
940000,2800,18673,1650,1150
3.17E+06,4330,11979,2090,2240
1.08E+06,3720,11610,3720,0
229999,1670,5200,1030,640
233000,1100,7657,1100,0
600000,3240,8016,2910,330
334000,1680,7620,1180,500
332500,1030,8164,1030,0
249900,1630,7700,1120,510
310000,2610,12180,1670,940
200000,1250,8520,1250,0
310000,1480,11200,1480,0
230000,1390,6000,1390,0
420000,1940,5414,1940,0
785000,2960,4750,2960,0
1.78E+06,4320,19225,2160,2160
265000,1500,7112,760,740
295000,840,10465,840,0
896000,3560,46644,3560,0
415000,2390,9968,1390,1000
250000,1200,5478,1200,0
1.48E+06,2570,5000,2570,0
635000,2180,6000,1430,750
905000,3450,48787,3450,0
528000,2020,5613,2020,0
530000,2480,7480,2480,0
310000,1140,3104,1140,0
252000,1530,9465,1530,0
334500,1700,8160,1120,580
370000,2150,8480,1610,540
311000,1190,7840,1190,0
260000,1730,4131,1480,250
217500,1400,9546,1400,0
290000,2200,4240,2200,0
500000,960,4600,960,0
423500,1770,6000,1100,670
715000,2970,5722,2970,0
299000,1590,3121,1590,0
635000,3350,4007,2550,800
806000,3370,9629,3370,0
289950,1960,3480,1960,0
280000,1360,6603,1360,0
479950,2780,6000,2780,0
394000,3000,9793,3000,0
682000,3600,203425,3400,200
409950,990,3000,990,0
1.00E+06,2990,4200,2000,990
436000,1200,6600,1200,0
279000,1530,15975,970,560
390000,1440,4920,720,720
635000,1940,167125,1480,460
304400,2140,8100,2140,0
780000,2330,3800,1360,970
520000,2734,210201,2734,0
580000,1950,10633,1250,700
274000,1440,7198,990,450
315000,1530,7906,1150,380
390000,1910,77574,1910,0
340000,1750,8220,1750,0
502000,1600,45613,1600,0
260000,1750,11180,1750,0
399000,940,4800,940,0
312500,880,6345,880,0
370000,1650,8254,1060,590
1.24E+06,3820,13224,3280,540
230000,1900,9630,1900,0
1.28E+06,3720,8448,1960,1760
294350,1410,5120,1210,200
208950,960,5700,960,0
515000,1930,5570,1930,0
965000,3420,9575,3420,0
925000,3010,3400,2240,770
654500,1780,5000,1780,0
364000,2080,11050,2080,0
150000,1250,5208,1050,200
349950,2257,10117,1363,894
585000,1670,5000,1670,0
801501,2250,13500,2250,0
610000,1650,221720,1650,0
382000,2880,11965,2880,0
495000,3620,403693,3620,0
447500,1950,6504,1530,420
575000,2280,9491,1290,990
565000,1740,4736,1040,700
348580,1220,7876,1220,0
459000,2260,9703,1660,600
375000,1790,61419,1790,0
310000,2440,7093,2440,0
210000,1400,9600,1400,0
384205,1810,3292,1810,0
180000,1400,4500,900,500
310000,1400,4500,900,500
427500,2010,6294,2010,0
780000,2520,2152,1560,960
1.76E+06,3060,16000,3060,0
339950,2150,4000,2150,0
820000,2880,9750,2880,0
398000,1300,3865,1300,0
492000,2770,39927,1580,1190
240000,1780,14810,1180,600
599950,3730,15029,2440,1290
105500,930,7740,930,0
445000,930,7740,930,0
390500,1460,426450,960,500
255000,1310,8454,1310,0
675750,2770,10274,2770,0
1.64E+06,3140,5445,2240,900
353500,1770,9239,1770,0
765000,1220,7585,1220,0
563500,2190,4944,2190,0
439000,1800,5465,900,900
975000,3100,10014,1660,1440
469900,2270,4399,2270,0
252000,1300,8184,1300,0
495000,1769,9300,1769,0
570000,3370,15625,1770,1600
327000,1630,5361,1630,0
898000,2470,7658,1480,990
300000,2600,8572,2600,0
418500,1800,12440,1220,580
450000,2240,4616,1840,400
403000,1960,13100,1650,310
440000,1710,6556,1200,510
350000,2140,4959,1080,1060
240000,1400,6200,700,700
460000,890,2100,760,130
825000,1820,4000,1820,0
267500,1860,12000,1860,0
201000,1220,22443,1220,0
479500,2300,4637,2300,0
210000,1520,4700,1520,0
445000,1440,3225,960,480
265000,1170,8148,1170,0
399000,1170,8148,1170,0
785000,3200,53357,3200,0
831500,4470,35124,4470,0
360000,2570,4557,2570,0
655000,2370,7916,2370,0
449950,1800,10150,1800,0
612000,2300,7000,1290,1010
575000,3240,33661,3240,0
557000,2280,18241,960,1320
375000,1870,12500,1030,840
369000,1820,99752,1820,0
330000,2390,6282,1290,1100
1.03E+06,2110,6708,1410,700
550000,980,4800,980,0
338000,1250,7710,1250,0
1.90E+06,3680,13351,3680,0
235000,2230,8163,1230,1000
349950,1230,9300,1230,0
300000,2093,10350,2093,0
431000,1660,12865,1660,0
280000,1630,20750,1100,530
295000,1677,7209,1677,0
445000,2990,6383,2990,0
550000,2150,262231,2150,0
515000,2890,15067,2890,0
555000,3050,158558,3050,0
265000,1410,2500,1410,0
597000,2280,2432,1520,760
661000,1260,5800,1260,0
362764,1460,4350,1460,0
427000,1600,14000,1310,290
405000,2020,8531,2020,0
157000,1170,11530,1170,0
246500,1170,11530,1170,0
386500,1280,11071,850,430
300000,2680,15508,2680,0
240000,1770,8571,1270,500
818500,4790,12957,3110,1680
249000,1300,8500,1300,0
580000,2610,7700,1700,910
2.34E+06,4500,35200,4500,0
333000,2100,7366,2100,0
230000,1340,7605,1340,0
360500,970,6180,970,0
265000,2200,7200,1270,930
490000,990,5000,990,0
600000,1180,5000,880,300
307500,980,6530,980,0
670000,2370,9636,1660,710
247200,1910,10583,1910,0
2.60E+06,5270,12195,3400,1870
440000,1430,8400,1430,0
700000,2490,7694,2490,0
756100,2000,8317,2000,0
555000,2600,19275,1620,980
830000,2880,3750,2270,610
180000,1010,8863,1010,0
775000,3290,5600,2670,620
220000,1530,18400,1530,0
650000,2020,15810,1620,400
410000,1340,9975,1340,0
339995,2180,5367,2180,0
1.16E+06,2870,9680,1440,1430
440000,2070,9697,1330,740
275000,930,7080,930,0
766000,2270,9822,2270,0
231500,1630,7900,1130,500
472000,2770,89298,2770,0
1.33E+06,4010,37076,4010,0
265000,1970,8390,1140,830
325000,790,6000,790,0
364500,1740,8424,1040,700
322500,1130,8184,1130,0
338900,1180,4000,1040,140
910000,2350,4000,2350,0
1.02E+06,2350,4000,2350,0
459950,1850,6869,1100,750
584950,3220,6224,3220,0
252000,2050,11313,1520,530
270000,1430,8470,1190,240
750000,3210,8938,3210,0
775000,3520,12350,1530,1990
325000,2260,8120,2260,0
810000,3290,6422,3290,0
409000,1640,2128,1640,0
400000,1580,5340,1130,450
530000,1940,8270,1940,0
580000,1580,8506,1580,0
491300,1750,11340,1300,450
272000,1810,7350,1200,610
599950,1970,106722,1970,0
464000,1770,5146,1770,0
471001,1800,6000,900,900
230000,1500,11616,1100,400
358000,940,6695,940,0
510000,2340,6183,1210,1130
86500,840,9480,840,0
199950,840,9480,840,0
1.71E+06,2940,5432,2440,500
850000,3180,3680,2190,990
542000,2020,3440,1480,540
102500,820,4320,820,0
718000,4060,136290,2810,1250
625000,2660,22194,2180,480
350000,1010,11244,1010,0
216000,710,5120,710,0
340000,980,7228,980,0
505000,1100,5400,1100,0
372000,2840,6010,2840,0
263850,2300,7524,2300,0
1.35E+06,5370,20388,5370,0
325000,2280,9899,2280,0
289000,1010,7740,890,120
364000,1420,6600,1160,260
610000,2100,8800,1250,850
531500,3110,49765,3110,0
402500,2160,9540,2160,0
375000,820,6250,820,0
537500,4340,9108,2170,2170
375000,2100,9066,1440,660
293550,1250,8840,910,340
585000,3870,43787,2700,1170
225000,1360,2693,1360,0
185000,1400,8684,1400,0
402000,1450,7375,1010,440
585000,1880,16617,960,920
549000,1380,953,1380,0
1.81E+06,2910,15626,2510,400
345000,1380,10529,1380,0
302500,3100,11985,1790,1310
218500,1400,25500,1400,0
705000,1650,6840,1650,0
191000,840,5525,840,0
695000,2550,45254,2550,0
350000,2820,11770,1630,1190
480000,1710,4080,1130,580
220000,820,5200,820,0
535000,2620,33578,2620,0
1.00E+06,2430,23400,2430,0
592000,1560,7424,1560,0
775000,3060,6826,3060,0
320000,1680,4584,1680,0
760000,3320,15022,3320,0
640000,2390,8315,2390,0
253200,1360,5840,1360,0
228000,1800,9236,1800,0
325000,1160,9525,1160,0
530000,4160,35654,2760,1400
300000,1660,3200,1660,0
418000,1410,6030,1410,0
415000,2230,9625,1180,1050
384000,1700,4000,1700,0
325000,2070,8337,2070,0
600000,2300,12682,2300,0
760000,3040,9690,1940,1100
168000,1220,3568,1220,0
405000,960,3960,960,0
479000,1480,10094,1480,0
549000,1560,5130,1150,410
215000,1100,33600,1100,0
550000,900,5750,900,0
389000,2400,7700,1500,900
447500,2320,15024,2320,0
540000,2570,5590,1580,990
273500,1300,9638,1300,0
257000,2930,10148,2930,0
199000,720,7200,720,0
339100,2350,10655,2350,0
435000,2940,7590,2940,0
400000,2020,3000,1010,1010
356000,1430,365904,1010,420
395000,950,6951,950,0
575000,1250,4320,850,400
515000,1300,5120,1300,0
618250,2520,3360,1550,970
245000,1330,7125,1330,0
690000,2480,3240,1890,590
465000,3020,10010,1510,1510
280000,1770,8240,1240,530
285000,1930,6533,1230,700
320000,1650,7047,1650,0
355000,2580,9601,2130,450
670000,2570,10078,2570,0
550000,2880,7560,1440,1440
765000,2660,4500,1860,800
430000,1560,5225,1260,300
950000,3080,8448,3080,0
525000,2540,7200,1270,1270
300000,3080,8163,1580,1500
345000,2190,7258,2190,0
838000,2930,150945,2930,0
1.80E+06,2880,20274,1660,1220
390000,2160,98445,2160,0
1.15E+06,2110,18815,2110,0
295000,1830,5720,1830,0
775000,3180,7650,2530,650
380000,1880,6047,1880,0
550000,1140,8180,1140,0
199900,1798,11232,1798,0
329900,1670,5209,1670,0
898000,2580,11060,2580,0
875000,3720,12384,1860,1860
375000,2790,7956,2790,0
365000,2190,5091,2190,0
530000,2280,2850,1540,740
225500,1100,5200,1100,0
318000,2180,7000,1680,500
910000,2770,9798,2770,0
207000,1980,18730,1280,700
1.89E+06,4180,17935,4180,0
624500,3030,31920,1670,1360
640000,1690,1553,1690,0
500000,1990,65340,1990,0
390000,2250,8970,1500,750
284000,2080,2050,1550,530
620000,2460,41343,2460,0
306000,2588,5702,2588,0
495000,2570,12039,1910,660
499950,2370,12753,2370,0
330000,1070,10563,1070,0
665000,1940,5820,1150,790
850000,2650,2387,1830,820
599950,2290,6318,2290,0
360000,2050,9143,2050,0
699000,2680,5497,2680,0
475000,1520,8100,760,760
575000,2690,435600,2690,0
345000,1180,844,990,190
367950,3030,9500,3030,0
374500,1400,11400,1400,0
607500,3000,8100,3000,0
374000,1200,9800,1200,0
390000,1000,6947,1000,0
705000,2740,5339,2740,0
467000,1990,4978,1990,0
243500,2110,7794,2110,0
593000,1830,1850,1690,140
223000,940,7980,940,0
574000,2980,10179,2980,0
400000,2260,11305,1130,1130
772000,3470,70131,1750,1720
593777,1510,10450,1510,0
539500,2710,5722,2040,670
550000,2080,2625,2080,0
265000,1860,10856,1260,600
428000,2120,9350,1280,840
505000,1110,8375,1110,0
925000,5190,12637,5190,0
230000,1520,15344,1520,0
695000,2650,9990,2650,0
700000,3350,7857,3350,0
712500,1770,2800,1770,0
480000,2200,4692,2200,0
470000,2000,8424,1300,700
335000,1730,15003,1150,580
270000,1300,7907,900,400
810000,2950,67475,2530,420
589000,1720,954,1460,260
415000,880,4558,880,0
197000,1790,13200,1220,570
235500,1380,7600,790,590
460000,1530,1840,1240,290
572500,2330,4947,1380,950
302000,1540,9629,1540,0
870000,3210,8630,2530,680
485000,1130,5758,960,170
240000,1460,7526,1460,0
383000,1410,7215,1410,0
750000,1750,5080,1750,0
409950,1370,5125,1370,0
246000,1780,23819,1780,0
860000,1890,4500,1490,400
339950,1630,12295,1630,0
315000,2320,8100,1160,1160
698000,2580,4636,2580,0
419000,1470,2034,1470,0
372000,2298,10140,2298,0
425000,1960,4709,1960,0
386500,2950,8036,1950,1000
348000,670,7312,670,0
754000,3020,15305,2230,790
269950,2390,7309,2390,0
891500,3090,20785,3090,0
349950,1780,5000,890,890
360000,1420,81892,1180,240
975000,2420,15482,2420,0
449250,1480,3844,1480,0
350000,2190,3850,2190,0
790000,1820,6137,1690,130
990000,1810,24586,930,880
834000,2550,4089,2550,0
466950,1360,3880,1060,300
262500,2259,26831,1491,768
762300,3880,14550,3880,0
733000,2730,5000,1780,950
439000,2800,17279,1560,1240
1.16E+06,4290,7019,3590,700
420000,1770,3993,1770,0
549000,1920,10961,1920,0
518000,2320,4000,1510,810
695000,2961,12146,2961,0
485000,1680,7385,1680,0
280000,1590,27200,1590,0
306500,1420,16400,1420,0
720000,1370,9460,1370,0
277500,2620,4558,2620,0
649000,1810,17006,1810,0
3.40E+06,4730,47870,2940,1790
267800,700,6000,700,0
625000,2390,6979,2390,0
600000,2070,8127,1590,480
395000,1780,8149,1780,0
212000,1900,21780,1900,0
425000,1040,4040,940,100
870000,2370,5000,1770,600
420000,1970,3667,1970,0
800000,2120,9921,2120,0
575000,1960,9535,1960,0
915000,2660,4000,2170,490
400000,1180,14258,1180,0
750000,2390,6550,1440,950
235000,1250,7592,1250,0
599950,2600,13674,1300,1300
481203,940,3800,940,0
1.82E+06,3880,13000,3880,0
379000,1530,2913,1530,0
626000,2430,5000,1760,670
535000,1030,4841,920,110
1.23E+06,2740,16007,2740,0
410000,1180,1034,1120,60
940000,3090,9238,1680,1410
326250,1060,9663,1060,0
200000,790,5985,790,0
880000,3070,8250,2100,970
370000,2100,58488,2100,0
190000,1100,1737,1100,0
160000,1070,4200,1070,0
625000,2190,12825,1520,670
590000,3450,6873,2750,700
575000,2070,3599,2070,0
470000,1190,5200,1190,0
130000,600,1500,600,0
229000,940,8400,940,0
279900,1280,12928,1280,0
307000,1370,7500,1370,0
399950,2450,15001,1980,470
405000,1970,15743,1370,600
539950,2910,9000,2130,780
129000,760,5240,760,0
340000,1270,8422,1270,0
214950,1570,4875,1310,260
450000,2310,5650,1330,980
515000,1900,5000,950,950
1.40E+06,3780,5160,2510,1270
230000,1060,9946,1060,0
681000,1880,10032,1880,0
255000,1160,8636,1160,0
580000,860,4013,860,0
295000,1590,8000,910,680
286000,1170,6543,1170,0
425000,1190,8100,830,360
170000,1300,11400,1300,0
380000,1660,8281,1660,0
506000,1160,6120,1160,0
315000,1950,9618,1950,0
449950,2470,3811,2470,0
255000,1430,12420,1430,0
289000,1970,9607,1090,880
389000,1400,10018,1400,0
327000,1510,344124,1510,0
2.89E+06,5350,14400,5020,330
210000,920,6612,920,0
1.68E+06,7620,29536,5980,1640
360000,2490,4751,2490,0
875000,3030,16000,3030,0
550000,1650,7200,1650,0
257500,1210,12500,1210,0
1.08E+06,2990,7389,2090,900
202950,1060,5144,1060,0
622000,2680,6120,1340,1340
455000,1790,45738,1410,380
805000,2690,17461,2690,0
257000,770,9497,770,0
744500,2700,16570,1750,950
885000,2620,9157,2620,0
355000,930,747,630,300
